chromosome	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	cds_from	cds_to	cds_locations	match_type	ID	Length	DivBy3Rem	StopCodons	StopCodonPos	CodonUsage	TGT-C	CGT-R	AAT-N	TGC-C	GGG-G	CGC-R	AAC-N	ACA-T	GGT-G	AAG-K	ATA-I	CGG-R	TGG-W	GGC-G	GGA-G	ATC-I	ACT-T	ATT-I	ACC-T	ATG-M	AAA-K	CGA-R	TGA-stop	ACG-T	CTG-L	AGA-R	CAA-Q	GTC-V	TTG-L	TAA-stop	GCT-A	CCG-P	GTT-V	GCC-A	TCG-S	TCT-S	GAA-E	GTG-V	TTC-F	CTC-L	CCT-P	GCG-A	TCC-S	TTT-F	CTT-L	CCC-P	CCA-P	TCA-S	GAT-D	AGG-R	CAG-Q	CTA-L	GAC-D	TTA-L	TAG-stop	TAT-Y	GCA-A	CAT-H	AGT-S	GTA-V	GAG-E	TAC-Y	AGC-S	CAC-H	
20	NC_000020.11	NFATC2	4773	CCDS13437.1	Public	-	51391395	51542498	[51391395-51391450, 51432066-51432755, 51435187-51435313, 51435705-51435760, 51454547-51454687, 51473979-51474151, 51475457-51475659, 51516783-51516954, 51523080-51524109, 51542369-51542498]	Identical	CCDS13437.1_CHR20	2778	0	0	2775-	929	3	1	8	13	19	11	22	7	3	24	3	11	4	32	11	29	8	9	21	15	10	7		11	34	12	10	13	7	1	12	27	9	43	12	12	12	26	15	15	23	6	24	7	9	53	16	9	10	7	47		25	2		10	9	7	6	4	39	19	30	22	
3	NC_000003.12	ABCF3	55324	CCDS3254.1	Public	+	184186207	184193697	[184186207-184186279, 184186506-184186653, 184186795-184186874, 184187396-184187442, 184187663-184187760, 184187860-184187982, 184188140-184188406, 184188760-184188840, 184188928-184188987, 184189087-184189143, 184189254-184189276, 184189387-184189442, 184189556-184189756, 184189854-184189930, 184190998-184191042, 184191122-184191254, 184192600-184192688, 184192804-184192895, 184193101-184193233, 184193364-184193451, 184193539-184193697]	Identical	CCDS3254.1_CHR3	2130	0	0	2127-	713	2	7	9	5	13	13	14	5	5	30	1	17	5	19	12	16	5	12	11	13	5	4		4	48	3	5	11	9		17	2	6	24	2	10	19	25	16	12	13	6	8	11	6	6	5	7	19	13	32	9	21	4	1	6	11	1	9	4	43	12	13	14	
1	NC_000001.11	ZNF593OS	118568799	CCDS90890.1	Public	-	26171188	26171660	[26171188-26171334, 26171616-26171660]	Identical	CCDS90890.1_CHR1	192	0	0	189-	67				1	1	1		1	3	2		5	1	2	1				1	3		2			4			2	1	1	3	1	1	2				5	1	1	1		1	1		1	1				3	1		1		1	2		1	1	2	1			
19	NC_000019.10	ZNF555	148254	CCDS59329.1	Public	+	2841572	2853951	[2841572-2841574, 2850586-2850712, 2851467-2851650, 2852382-2853951]	Identical	CCDS59329.1_CHR19	1884	0	0	1881-	631	27	2	12	11	17	2	4	8	1	22	8	1	6	1	16	3	17	10	11	13	38	9	1	4	7	23	10	3	5		10		5	10	1	8	27	11	16	9	8	1	14	13	4	12	8	12	9	6	18	2	6	7		20	4	21	14	6	22	8	3	21	
1	NC_000001.11	FMO5	2330	CCDS44210.1	Public	-	147190221	147225028	[147190221-147190248, 147208851-147209050, 147212392-147212534, 147213307-147213469, 147215753-147215941, 147224894-147225028]	Identical	CCDS44210.1_CHR1	858	0	0	855-	289	1	1	7	6	9		4	3		14	3		4	6	10	7	8	10	3	8	10	3	1		5	3	4	6	3		5		2	6		7	14	7	10	4	7		1	8	2	1	3	3	6	7	5	2	7	1		8	1	6	4	3	7	3	4	3	
19	NC_000019.10	KIR3DL1	3811	CCDS42621.1	Public	+	54816500	54830274	[54816500-54816533, 54817533-54817568, 54818314-54818598, 54819712-54820011, 54821564-54821857, 54825027-54825077, 54829360-54829464, 54829927-54829979, 54830098-54830274]	Identical	CCDS42621.1_CHR19	1335	0	0	1332-	448	5	3	4	5	10	3	11	12	9	6	1	3	6	4	9	14	4	3	8	12	11	1	1	1	10	11	3	11	6		5	2	7	9	2	10	5	12	15	11	13	1	12	4	6	19	8	10	7	5	11	2	10			4	9	7	4	1	12	9	10	16	
5	NC_000005.10	SRP19	6728	CCDS56376.1	Public	+	112861376	112867414	[112861376-112861416, 112864456-112864527, 112864620-112864731, 112867403-112867414]	Identical	CCDS56376.1_CHR5	237	0	0	234-	82	1		2	1	1		1	1		2	1	1			2	2	1			4	3			1	1	2			4	1	2	1	1	4		1		1	2			1	5					1		2	6	3	3	1		2	1	1	2	1	3	1	1	1	
2	NC_000002.12	NCOA1	8648	CCDS42660.1	Public	+	24658677	24768390	[24658677-24658765, 24665748-24665914, 24673365-24673462, 24682950-24683127, 24691480-24691659, 24693251-24693346, 24697657-24697797, 24705085-24705232, 24706567-24707887, 24710930-24711110, 24726588-24726705, 24728307-24728475, 24729500-24729814, 24739431-24739532, 24741783-24742185, 24751981-24752155, 24757972-24758155, 24762686-24762775, 24768223-24768390]	Identical	CCDS42660.1_CHR2	4323	0	0	4320-	1444	13	5	46	10	15	4	46	33	17	19	16	7	4	20	40	17	28	24	17	50	36	9		9	28	23	47	11	18	1	30	3	14	23	4	37	40	22	15	13	48	2	24	19	25	26	47	42	38	16	87	20	29	24		12	24	12	30	20	28	10	35	9	
19	NC_000019.10	BCL2L12	83596	CCDS92665.1	Public	+	49666692	49673747	[49666692-49666798, 49667021-49667160, 49668850-49668936, 49669023-49669114, 49673697-49673747]	Identical	CCDS92665.1_CHR19	477	0	0	474-	162	1	1		3	3	2	2	2	3	2	1	4		3	1	2	2	1		1	1	2	1	1	13	1	2	3	4		5	1	2	7	1	5	7	3	3	1	6		2		3	7	8	1		3	5	1	5	2		2	3				11		3		
8	NC_000008.11	EEF1D	1936	CCDS47930.1	Public	-	143579791	143586844	[143579791-143579829, 143580011-143580205, 143580505-143580726, 143581053-143581153, 143581228-143581327, 143586728-143586844]	Identical	CCDS47930.1_CHR8	774	0	0	771-	261	2	1	1		5	3	5	3	3	18		7	3	6	1	8		3	3	4	1		1	2	16	1	1	5	1		3			13	1	2	2	13	5	1	4	2	6	2		4	4	1	7	1	15	3	14			1	7	1	4	2	25	3	4	4	
X	NC_000023.11	TMEM47	83604	CCDS14235.1	Public	-	34630312	34657028	[34630312-34630490, 34639246-34639386, 34656803-34657028]	Identical	CCDS14235.1_CHRX	546	0	0	543-	185	1	1		6	3	1	3	1	4	3	1	1	6	5	1	6	3	6	1	3	2	1		1	15	1		4	5		5	1	4	5	4	2	2	8	5	3	2	4	2	3	3	2	1		1	1	3		4	2	1	4	4	1			5	6	7	2	
3	NC_000003.12	FRMD4B	23150	CCDS46863.1	Public	-	69171860	69385988	[69171860-69171980, 69176523-69176655, 69180898-69181709, 69182597-69182716, 69187769-69187916, 69189895-69189951, 69193647-69193872, 69195021-69195140, 69195230-69195363, 69196254-69196395, 69196899-69197037, 69198697-69198773, 69216262-69216348, 69218321-69218378, 69221857-69221922, 69224606-69224689, 69249225-69249247, 69250042-69250098, 69287751-69287835, 69302342-69302434, 69311262-69311356, 69313451-69313516, 69385827-69385988]	Identical	CCDS46863.1_CHR3	3105	0	0	3102-	1038	9	4	14	6	11	4	16	22	12	42	11	13	12	12	17	15	11	15	25	13	33	9	1	5	36	16	23	7	14		14	4	13	15	6	22	29	21	14	9	13	4	19	20	15	16	19	20	31	20	38	7	23	17		25	17	11	23	9	44	24	28	17	
20	NC_000020.11	GNAS	2778	CCDS46623.1	Public	+	58891726	58910828	[58891726-58891864, 58895611-58895683, 58898940-58898984, 58903527-58903584, 58903671-58903790, 58905382-58905479, 58909161-58909215, 58909349-58909422, 58909520-58909578, 58909683-58909803, 58909950-58910080, 58910333-58910400, 58910682-58910828]	Identical	CCDS46623.1_CHR20	1188	0	0	1185-	399	1	7	2	7	4	13	22		3	17		3	4	5	6	17	7	7	9	7	8	1		1	22	2	1	5		1	10	2	1	12	1	3	8	20	13	5	4	2	1	7	3	6	2		9	3	20		20			2	2	3	4		25	12	10	4	
5	NC_000005.10	ANKHD1	54882	CCDS43371.1	Public	+	140401967	140472339	[140401967-140402272, 140436103-140436256, 140438460-140438616, 140440118-140440265, 140440994-140441141, 140445741-140445974, 140449210-140449304, 140458624-140458861, 140459163-140459354, 140464666-140464775, 140472238-140472339]	Identical	CCDS43371.1_CHR5	1884	0	0	1881-	631	9	3	16	4	12	4	6	15	12	6	6	3		18	27	2	16	7	4	14	13	3		3	15	3	8	3	17		32	5	16	14	2	8	42	16	3	4	4	5	7	10	15	3	5	8	30	4	6	12	14	13	1	5	36	15	9	4	17	3	7	4	
2	NC_000002.12	CDK15	65061	CCDS2350.1	Public	+	201807523	201890893	[201807523-201807642, 201807857-201807951, 201812482-201812561, 201822808-201822902, 201823664-201823726, 201833847-201833970, 201835642-201835762, 201847380-201847473, 201854873-201854936, 201872277-201872325, 201880027-201880166, 201890784-201890893]	Identical	CCDS2350.1_CHR2	1155	0	0	1152-	388	2	1	5	2	4	1	6	8	7	9	3	4	8	5	9	8	3	4	2	8	10	2	1	1	19	3	5	8	8		7	1	8	13		8	14	5	6	6	12	2	7	13	11	4	8	4	7	8	16	4	7	2		4	4	7	4		11	9	7	10	
3	NC_000003.12	USP19	10869	CCDS93274.1	Public	-	49108957	49119144	[49108957-49109184, 49110183-49110361, 49110443-49110603, 49110710-49110862, 49110949-49111165, 49111254-49111364, 49111499-49111812, 49111910-49112047, 49112283-49112401, 49112488-49112628, 49113991-49114092, 49114173-49114283, 49114762-49114872, 49114958-49115116, 49115227-49115360, 49115443-49115638, 49115723-49115937, 49116046-49116161, 49116279-49116350, 49116450-49116606, 49116726-49116942, 49117208-49117360, 49117436-49117569, 49117656-49117829, 49117946-49118119, 49119021-49119144]	Identical	CCDS93274.1_CHR3	4110	0	0	4107-	1373	13	17	14	21	26	20	24	22	21	51	2	27	18	35	11	15	12	16	28	16	14	8	1	6	60	5	8	15	19		36	9	10	42	6	20	14	61	32	28	35	6	25	18	9	42	30	15	30	13	60	13	38	2		14	23	9	18	14	93	14	22	24	
4	NC_000004.12	GNRHR	2798	CCDS3517.1	Public	-	67740479	67754334	[67740479-67740723, 67744567-67744786, 67753813-67754334]	Identical	CCDS3517.1_CHR4	987	0	0	984-	332	2		7	6	2	1	11	5		8	1	2	9	2	7	14	7	4	5	13	11	1	1	3	16	2	6	7	6		4		5	8		7	3	3	14	9	3	1	4	14	6	4	8	5	3	3	9	6	4	6		8	7	4	5	2	3	2	6	4	
12	NC_000012.12	ENO2	2026	CCDS8570.1	Public	+	6915832	6922799	[6915832-6915916, 6916416-6916511, 6916670-6916728, 6917037-6917106, 6917580-6917713, 6917939-6918161, 6919565-6919762, 6921580-6921781, 6922055-6922163, 6922343-6922401, 6922730-6922799]	Identical	CCDS8570.1_CHR12	1305	0	0	1302-	438	2	6	7	4	12	4	13	6	9	17	1	5	4	12	6	19	7	7	3	8	9	2	1	2	26	1	2	8	3		11	2	2	24	1	6	11	21	7	9	3	2	7	7	1	6	4	4	13	2	11	1	17	1		6	7	4	4	1	23	7	2	2	
12	NC_000012.12	DDN	23109	CCDS31791.2	Public	-	48996739	48999286	[48996739-48998665, 48999078-48999286]	Identical	CCDS31791.2_CHR12	2136	0	0	2133-	715	5	4	2	3	39	24	7	9	11	17	4	19	15	22	14	6	6	3	15	2	8	11	1	5	22	8	9	11	7		19	15	2	30	9	9	16	18	5	11	12	17	18	3	3	38	18	2	7	14	26	2	17	2		2	6	6	6	2	36	5	19	8	
19	NC_000019.10	FGF22	27006	CCDS74241.1	Public	+	639925	643611	[639925-640138, 643234-643337, 643432-643611]	Identical	CCDS74241.1_CHR19	498	0	0	495-	169		1			3	15	1	1	1			7	4	10	4	3	1		2	2	1	1	1		11	1	1	3			1	9	2	7	2	1	1	7	4	4	4	9	3		1	2	4	1	1	2	3	1	4				1	2		2	3	3	3	5	
17	NC_000017.11	ITGA2B	3674	CCDS32665.1	Public	-	44372363	44389472	[44372363-44372422, 44374353-44374469, 44374658-44374759, 44374997-44375110, 44375590-44375715, 44375832-44375984, 44376084-44376183, 44376307-44376387, 44377008-44377087, 44377697-44377789, 44378361-44378508, 44378642-44378709, 44379688-44379813, 44380001-44380152, 44380245-44380300, 44380385-44380489, 44380599-44380644, 44380878-44381060, 44383492-44383703, 44383893-44383945, 44384084-44384137, 44384310-44384353, 44384537-44384584, 44384947-44385075, 44385163-44385208, 44385285-44385334, 44385550-44385715, 44385823-44385920, 44386009-44386130, 44389285-44389472]	Identical	CCDS32665.1_CHR17	3120	0	0	3117-	1043	12	4	15	8	27	10	22	6	11	22	3	17	20	39	15	16	11	10	15	13	2	9	1	5	75	5	8	21	10		17	8	4	43	8	5	15	60	24	26	12	10	21	11	10	39	17	4	20	9	54	8	31	2		11	13	7	3	5	44	17	34	16	
1	NC_000001.11	EPB41	2035	CCDS53288.1	Public	+	28987437	29115796	[28987437-28987904, 28993329-28993541, 28997214-28997318, 29011864-29011906, 29015691-29015766, 29018223-29018441, 29030399-29030486, 29033092-29033244, 29035825-29035922, 29039253-29039425, 29053103-29053311, 29058588-29058644, 29058810-29058851, 29060421-29060483, 29064981-29065157, 29097806-29097934, 29109335-29109436, 29112367-29112447, 29115698-29115796]	Identical	CCDS53288.1_CHR1	2595	0	0	2592-	868	7	5	13	3	2	2	9	28	12	37	7	8	8	6	21	19	16	18	21	9	45	6	1	1	13	11	18	14	13		21	2	9	14	2	16	59	15	8	6	17	2	10	14	17	11	17	13	27	6	26	7	25	13		11	21	12	17	10	38	6	10	10	
4	NC_000004.12	COX7B2	170712	CCDS3472.2	Public	-	46734946	46735191	[46734946-46735191]	Identical	CCDS3472.2_CHR4	246	0	0	243-	85	1		2				1	2	1	1	1		3	1	2		2	3	1	3	4				1	3	2		1	1	3		3	3			1	2	1	1	1		1	3		1	2	1	2		2	3				1	2	4	2	1	1		4	1	
12	NC_000012.12	CEP83	51134	CCDS41820.1	Public	-	94308812	94412489	[94308812-94308916, 94309917-94310106, 94312913-94313016, 94331699-94331828, 94333481-94333638, 94335588-94335663, 94367793-94367942, 94368056-94368200, 94369921-94370035, 94375885-94376016, 94378790-94379041, 94400849-94400980, 94403169-94403261, 94411696-94411846, 94412317-94412489]	Identical	CCDS41820.1_CHR12	2106	0	0	2103-	705	2	7	29	1		2	6	17	4	25	9	3	2		7	6	7	10	3	14	49	7	1		14	21	33	6	19		20		8	5	1	8	84	9	1	8	8	2	3	13	15	1	5	12	14	9	30	15	9	22		10	12	14	9	10	30	1	6	4	
X	NC_000023.11	CT47B1	643311	CCDS48161.1	Public	-	120873895	120875669	[120873895-120874019, 120874895-120875669]	Identical	CCDS48161.1_CHRX	900	0	0	897-	303		2			10	3	9	3	3	5	1	1	2	12	3	3	1	1	4	4	5	1		1	11		3	7	1		7	5		20	2	2	13	11	3	7	3	12	4		1	11	4	2	5	2	11		10		1	1	11			1	42	2	5	6	
9	NC_000009.12	SET	6418	CCDS59150.1	Public	+	128689986	128694663	[128689986-128690025, 128691169-128691226, 128691857-128691999, 128692661-128692764, 128692867-128692980, 128693637-128693807, 128693895-128694041, 128694640-128694663]	Identical	CCDS59150.1_CHR9	801	0	0	798-	270		1	7		3	2	3	3	4	4	2		4		7	4	1	6	3	3	13			2	3	3	6	2	5	1	1	4	3	3	2	4	37	2	1	2	2	1	3	11	2	1	8	2	28	3	7		4	3		3	3	7	3	3	15	4	2	1	
16	NC_000016.10	RFWD3	55159	CCDS32486.1	Public	-	74623927	74661448	[74623927-74624070, 74626342-74626553, 74628451-74628665, 74630780-74630956, 74632522-74632672, 74636345-74636576, 74637855-74637969, 74644361-74644452, 74644540-74644734, 74649131-74649201, 74651919-74652121, 74660931-74661448]	Identical	CCDS32486.1_CHR16	2325	0	0	2322-	778	10	4	14	14	12	2	13	11	5	12	4	4	9	11	17	13	14	7	17	18	14	6	1	3	28	11	16	12	16		26	2	8	16	2	22	20	18	6	12	18	2	10	11	8	8	18	16	18	15	42	8	19	7		10	16	12	15	9	23	10	20	10	
17	NC_000017.11	TAX1BP3	30851	CCDS11032.1	Public	-	3663747	3668525	[3663747-3663884, 3664194-3664271, 3664678-3664797, 3668487-3668525]	Identical	CCDS11032.1_CHR17	375	0	0	372-	128		2	1		1	2	2	2	4	7		3	1	3	4	5		4	3	5				2	7	1	2	3			2	2	1	3	2	2	4	8	2	1	2		4			1			1		10		6	1	1	1					3	1	1	2	
5	NC_000005.10	HTR4	3360	CCDS34272.1	Public	-	148483202	148637013	[148483202-148483292, 148484259-148484378, 148509455-148510023, 148523192-148523345, 148548667-148548867, 148550136-148550261, 148636988-148637013]	Identical	CCDS34272.1_CHR5	1287	0	0	1284-	432	7	1	7	12	6	4	8	10	5	10	5	2	9	7	3	15	7	13	7	12	4	1		5	18	5	3	10	9		7	1	4	12	4	10	1	17	12	13	12	2	5	13	3	4	4	3	9	10	12	1	9	3	1	8	10	5	3	2	11	8	3	2	
3	NC_000003.12	LTF	4057	CCDS82763.1	Public	-	46436194	46464866	[46436194-46436228, 46437939-46438128, 46439295-46439479, 46441415-46441482, 46443440-46443581, 46445280-46445435, 46446439-46446492, 46447307-46447397, 46448868-46449016, 46449853-46450027, 46450494-46450672, 46454304-46454359, 46455294-46455441, 46455795-46455977, 46456289-46456397, 46459655-46459818, 46464824-46464866]	Identical	CCDS82763.1_CHR3	2127	0	0	2124-	712	16	4	15	17	12	5	17	8	8	23	4	7	10	23	13	7	12	5	9	6	23	3		2	31	12	8	11	9	1	18	6	5	27	2	10	18	31	21	13	13	8	13	11	10	10	6	5	16	13	21		22	2		9	12	5	8	2	23	12	12	4	
15	NC_000015.10	PPCDC	60490	CCDS76781.1	Public	+	75048561	75049234	[75048561-75048720, 75049149-75049234]	Identical	CCDS76781.1_CHR15	246	0	0	243-	85	1			2	2	1	1	1	1	4		1	2	2	1	3			2	4	2		1		2			2			1	2		6			3	5	3	4		1		1		2			1		6		3			1			2	1	2		1	2	
3	NC_000003.12	PDZRN3	23024	CCDS77771.1	Public	-	73383364	73433706	[73383364-73384929, 73385668-73385784, 73387967-73388068, 73389815-73389877, 73391017-73391115, 73400921-73401008, 73404147-73404394, 73433638-73433706]	Identical	CCDS77771.1_CHR3	2352	0	0	2349-	787	2	2	8	11	13	18	19	7	2	38	2	10	5	17	4	22	6	10	25	25	8	1		9	41	9	7	1	7	1	6	10	1	22	6	4	21	26	10	17	7	7	16	3	1	16	7	4	14	11	34	2	48	3		5	5	5	4	2	55	22	43	17	
6	NC_000006.12	WRNIP1	56897	CCDS4476.1	Public	+	2765622	2785281	[2765622-2766443, 2768690-2768881, 2770194-2770360, 2779262-2779491, 2783405-2783560, 2784323-2784402, 2785006-2785281]	Identical	CCDS4476.1_CHR6	1923	0	0	1920-	644	6	2	5	6	19	10	14	6	4	21	6	8	4	23	4	11	4	6	8	14	8	6	1	3	32	2	5	6	3		11	14	3	34	9	7	6	18	10	6	5	21	8	6	9	20	5	2	10	15	21	3	30	5		3	7	4	4	3	39	14	27	15	
11	NC_000011.10	PAMR1	25891	CCDS60760.1	Public	-	35432355	35525584	[35432355-35432891, 35434511-35434803, 35435902-35436134, 35439626-35439692, 35441480-35441692, 35468000-35468107, 35492044-35492172, 35494095-35494271, 35525512-35525584]	Identical	CCDS60760.1_CHR11	1830	0	0	1827-	613	13	1	12	26	17	8	9	8	5	19	2	5	14	14	13	24	13	8	12	9	12	5	1	2	21	6	2	12	6		9	3	6	15	2	6	10	18	13	9	11	3	10	5	9	9	11	8	11	11	21	5	19	1		8	10	9	6		22	10	15	6	
16	NC_000016.10	USP31	57478	CCDS10607.1	Public	-	23068045	23149269	[23068045-23069615, 23072044-23072196, 23073721-23073879, 23079945-23080170, 23082437-23082556, 23084859-23084988, 23085584-23085661, 23087091-23087185, 23087723-23087834, 23090623-23090803, 23102318-23102462, 23105440-23105575, 23106212-23106304, 23106398-23106486, 23108045-23108182, 23148637-23149269]	Identical	CCDS10607.1_CHR16	4059	0	0	4056-	1356	13	7	12	18	28	20	18	24	8	48	5	20	13	39	15	8	21	15	18	20	31	5	1	12	38	21	19	20	25		16	21	9	40	15	51	22	32	20	21	37	18	52	19	13	30	25	22	26	17	50	4	34	9		11	22	18	17	10	45	15	50	20	
11	NC_000011.10	TEAD1	7003	CCDS7810.2	Public	+	12764232	12937221	[12764232-12764433, 12862249-12862313, 12864837-12864899, 12879707-12879841, 12881004-12881050, 12881895-12881956, 12883000-12883124, 12901939-12902112, 12924911-12925051, 12930173-12930325, 12937108-12937221]	Identical	CCDS7810.2_CHR11	1281	0	0	1278-	430	4	2	7	3	11	4	10	8	4	15	2		5	7	4	9	3	14	6	12	13	3	1	2	6	3	9	6	4		6	3	4	16	3	5	16	7	8	6	7	3	7	13	4	5	13	7	9	10	14	2	11	5		7	6	6	8	8	11	7	6	7	
5	NC_000005.10	PCDHGB5	56101	CCDS75340.1	Public	+	141398127	141400583	[141398127-141400583]	Identical	CCDS75340.1_CHR5	2457	0	0	2454-	822	9	3	16	4	17	14	19	12	8	15	7	5	2	16	11	14	10	13	15	7	10	5	1	5	37	4	20	14	18		12	11	11	26	5	15	22	32	18	15	14	11	17	16	6	15	11	11	14	7	19	12	31	9		8	12	7	12	10	34	17	22	6	
19	NC_000019.10	FCHO1	23149	CCDS59366.1	Public	+	17764405	17788305	[17764405-17764448, 17766668-17766809, 17770424-17770576, 17770791-17770895, 17772456-17772554, 17772644-17772740, 17774238-17774282, 17774393-17774477, 17775055-17775079, 17775455-17775512, 17775982-17776160, 17776246-17776270, 17776634-17776685, 17778136-17778227, 17778608-17778883, 17781230-17781342, 17781451-17781538, 17781711-17781819, 17783016-17783171, 17784102-17784234, 17784724-17784923, 17786573-17786628, 17787681-17787845, 17788283-17788305]	Identical	CCDS59366.1_CHR19	2520	0	0	2517-	843	4	7	1	7	15	15	16	14	7	26	1	19	8	24	8	7	7	2	24	15	7	3	1	4	45	4	1	13	7		16	12	1	37	10	11	14	30	22	21	21	10	25	8	5	32	19	11	13	12	33	2	22	2		3	17	2	6	4	47	12	33	15	
3	NC_000003.12	MYD88	4615	CCDS54566.2	Public	+	38138700	38141151	[38138700-38139027, 38139863-38139997, 38140756-38140847, 38141131-38141151]	Identical	CCDS54566.2_CHR3	576	0	0	573-	195			2	2	1	4	2	5	2	4		4	5	6	4	4	2	2	4	4		2	1		16	3	3	2	5		5	1		8		5		7	1	3	2	7	5	1	3	6	2	1	2	2	7		9	1		1	3		1	2	13	1	3	1	
8	NC_000008.11	FAM135B	51059	CCDS6375.2	Public	-	138132592	138367982	[138132592-138132797, 138137146-138137259, 138138985-138139095, 138141197-138141348, 138143011-138143108, 138145958-138146049, 138148519-138148685, 138151193-138153215, 138167894-138168048, 138177346-138177419, 138178534-138178689, 138195257-138195306, 138197515-138197668, 138242941-138243067, 138250840-138251013, 138256688-138256758, 138265702-138265841, 138310840-138310919, 138367906-138367982]	Identical	CCDS6375.2_CHR8	4221	0	0	4218-	1410	12	3	22	12	18	2	32	22	20	29	17	14	8	20	27	32	26	14	31	28	32	11		10	62	13	24	21	23		32	7	20	24	4	45	46	41	24	31	17	2	26	32	14	21	27	19	44	20	40	13	34	15	1	14	19	22	21	10	53	16	32	36	
10	NC_000010.11	YME1L1	10730	CCDS7151.1	Public	-	27111976	27154209	[27111976-27112119, 27114520-27114606, 27116059-27116132, 27116218-27116344, 27117575-27117726, 27119293-27119448, 27120434-27120546, 27121385-27121447, 27122840-27122972, 27123546-27123698, 27126695-27126785, 27131858-27131940, 27134038-27134121, 27134830-27134980, 27136275-27136384, 27142386-27142484, 27145427-27145589, 27148905-27149039, 27154177-27154209]	Identical	CCDS7151.1_CHR10	2151	0	0	2148-	720	3	6	19	1	9	1	11	21	13	11	14	5	4	3	23	9	10	19	13	17	40	8	1	1	9	12	16	4	12		17		26	10	1	16	32	12	9	8	12	4	13	25	23	4	16	9	26	7	13	8	8	14		11	18	18	11	4	19	3	4	1	
9	NC_000009.12	GLE1	2733	CCDS94499.1	Public	+	128504805	128541169	[128504805-128504903, 128508875-128509096, 128515528-128515638, 128522667-128522815, 128523279-128523339, 128523591-128523845, 128525191-128525422, 128527178-128527290, 128527455-128527524, 128532664-128532690, 128533512-128533654, 128533760-128533950, 128536354-128536483, 128537985-128538089, 128539615-128539697, 128540274-128540337, 128541101-128541169]	Identical	CCDS94499.1_CHR9	2124	0	0	2121-	711	5	3	4	6	10	12	9	8	4	32	2	12	12	12	11	17	3	9	9	24	20	4	1	1	27	6	17	6	11		16	1	7	18	2	21	24	15	11	18	8		14	11	8	13	9	10	10	5	44	9	19	3		6	16	7	3	7	42	10	11	13	
6	NC_000006.12	GPRC6A	222545	CCDS69184.1	Public	-	116792141	116829012	[116792141-116793249, 116795711-116795834, 116806369-116807205, 116809313-116809616, 116828819-116829012]	Identical	CCDS69184.1_CHR6	2568	0	0	2565-	859	12	1	25	22	6	1	17	19	5	18	23	3	11	12	11	26	21	40	12	24	29	3	1	3	20	13	16	14	12		18	2	15	25		16	24	16	22	15	14		15	34	17	8	8	12	11	8	17	5	15	11		20	15	12	15	5	13	8	12	8	
18	NC_000018.10	FHOD3	80206	CCDS62418.1	Public	+	36297835	36779529	[36297835-36297999, 36355538-36355644, 36372679-36372743, 36501931-36501998, 36512437-36512542, 36576450-36576544, 36594786-36594897, 36602673-36602767, 36611951-36612094, 36625510-36625748, 36649315-36649404, 36652569-36652928, 36653341-36653415, 36658074-36658187, 36681435-36681569, 36687127-36687177, 36693208-36693422, 36709094-36709390, 36717831-36718714, 36730645-36730803, 36740655-36740837, 36742736-36742855, 36744031-36744192, 36746944-36747134, 36755118-36755310, 36759117-36759140, 36760607-36760781, 36769264-36769425, 36779447-36779529]	Identical	CCDS62418.1_CHR18	4869	0	0	4866-	1626	9	2	22	11	25	10	36	15	13	52	10	21	12	31	18	28	20	23	38	20	36	12	1	14	65	30	14	22	30		33	16	14	46	12	31	52	39	31	30	25	12	47	17	7	43	25	25	48	40	58	10	51	13		14	32	10	20	8	101	14	34	25	
1	NC_000001.11	EDEM3	80267	CCDS1363.2	Public	-	184694062	184754645	[184694062-184694471, 184702810-184702995, 184706642-184706807, 184708152-184708343, 184710393-184710546, 184711722-184711876, 184712432-184712597, 184716887-184717011, 184717539-184717622, 184719161-184719244, 184719442-184719567, 184721288-184721385, 184723750-184723855, 184726254-184726388, 184732836-184732989, 184734530-184734642, 184737024-184737063, 184737610-184737710, 184749546-184749591, 184754488-184754645]	Identical	CCDS1363.2_CHR1	2799	0	0	2796-	936	8	2	30	3	13	2	12	21	14	15	9	4	11	11	18	19	19	20	8	27	33	8	1	2	21	22	16	6	17		29	2	15	15	2	17	53	16	16	8	19	5	9	25	20	6	17	9	51	6	25	6	14	21		18	20	12	22	11	26	8	10	8	
7	NC_000007.14	KCP	375616	CCDS94194.1	Public	-	128877042	128910675	[128877042-128877310, 128877483-128877789, 128878557-128878721, 128879521-128879622, 128879717-128879828, 128879912-128880084, 128880385-128880527, 128880618-128880720, 128880996-128881084, 128881625-128881724, 128881936-128882015, 128884001-128884121, 128884780-128884862, 128885096-128885269, 128886463-128886556, 128886654-128886736, 128886875-128886965, 128887214-128887299, 128888862-128889038, 128890342-128890512, 128890904-128891095, 128891184-128891277, 128891450-128891532, 128891645-128891818, 128892513-128892606, 128892687-128892793, 128892868-128893020, 128893237-128893318, 128893390-128893475, 128893805-128893898, 128893975-128894054, 128894199-128894292, 128902776-128902858, 128903726-128903819, 128904055-128904137, 128906278-128906362, 128907100-128907176, 128907263-128907452, 128908425-128908567, 128910600-128910675]	Identical	CCDS94194.1_CHR7	4887	0	0	4884-	1632	66	7	10	156	52	34	12	9	10	16		28	20	69	21	14	11		35	7	1	12	1	6	70	7	11	21	3		21	18	3	69	4	12	15	55	24	28	47	13	31	9	10	99	39	6	22	12	83	3	40			7	19	16	11	4	95	16	43	46	
